time,lat,lng,injured,killed
8:00,40.7093326,-73.9224829,1,0
10:20,40.6909080,-73.9554123,1,0
16:40,40.6101876,-73.9393454,1,0
17:25,40.7192284,-73.9628969,1,0
18:25,40.6803904,-73.9495570,1,0
18:58,40.6428659,-74.0126478,1,0
19:13,40.7138242,-73.9635997,1,0
20:40,40.6329121,-73.9795576,1,0
21:28,40.6317075,-73.9464810,1,0
21:48,40.6420714,-73.9303586,1,0
9:00,40.6762863,-73.9869998,1,0
0:05,40.6223740,-73.9647195,1,0
13:38,40.7030734,-73.9569839,1,0
15:10,40.6643036,-73.9572900,1,0
20:45,40.6718727,-73.9546355,1,0
21:22,40.6322999,-73.9785165,1,0
23:20,40.6898703,-73.9882988,0,1
0:50,40.6570957,-73.9502486,1,0
12:00,40.6366881,-73.9645138,1,0
11:30,40.6473458,-74.0079892,1,0
12:50,40.7093173,-73.9329972,1,0
12:58,40.6239626,-73.9724457,1,0
16:00,40.6138950,-73.9921805,1,0
1:50,40.6867449,-73.9655256,1,0
7:00,40.6620886,-73.8824712,1,0
7:45,40.6146211,-73.9686568,1,0
10:49,40.6297765,-73.9939944,1,0
14:00,40.6745018,-73.9536892,1,0
17:25,40.6089103,-73.9901930,1,0
17:45,40.6379102,-73.9786336,1,0
21:15,40.6257730,-73.9798191,1,0
8:15,40.6868194,-73.9781997,1,0
11:22,40.6214741,-73.9507110,1,0
11:55,40.6764204,-73.9415348,1,0
15:15,40.6777610,-73.8934829,1,0
19:00,40.6320154,-73.9417575,1,0
19:40,40.6632563,-73.9149166,1,0
22:20,40.5870178,-73.9629704,1,0
10:00,40.6869302,-73.9848306,1,0
13:00,40.6378712,-73.9096236,1,0
15:00,40.6582291,-74.0003424,1,0
15:11,40.6714586,-73.9910238,1,0
15:23,40.5749850,-73.9996148,1,0
15:30,40.6742332,-73.8617640,1,0
15:40,40.6681032,-73.9805705,1,0
17:17,40.6179263,-73.9317310,1,0
8:00,40.6711802,-73.8917991,1,0
8:55,40.5994964,-73.9503743,1,0
9:43,40.7073911,-73.9505284,1,0
10:34,40.5965076,-73.9775054,1,0
11:42,40.6448524,-73.9111168,1,0
12:00,40.6808521,-73.9774553,1,0
12:30,40.6709886,-73.9847910,1,0
